mesa_id,distrito_id,eleccion_id,organizacion_id,organizacion_politica,votos,votos_validos_mesa,votos_emitidos_mesa,votos_blancos_mesa,votos_nulos_mesa,electores_habiles_mesa,estado_acta
M00065-01,D00065,EG2026-PRES,ORG01,Fuerza Popular,39,247,309,22,40,401,contabilizada
M00065-01,D00065,EG2026-PRES,ORG02,Juntos por el Peru,28,247,309,22,40,401,contabilizada
M00065-01,D00065,EG2026-PRES,ORG03,Renovacion Popular,40,247,309,22,40,401,contabilizada
M00065-01,D00065,EG2026-PRES,ORG04,Partido del Buen Gobierno,35,247,309,22,40,401,contabilizada
M00065-01,D00065,EG2026-PRES,ORG05,Otros,105,247,309,22,40,401,contabilizada
M00065-02,D00065,EG2026-PRES,ORG01,Fuerza Popular,24,128,152,8,16,202,contabilizada
M00065-02,D00065,EG2026-PRES,ORG02,Juntos por el Peru,13,128,152,8,16,202,contabilizada
M00065-02,D00065,EG2026-PRES,ORG03,Renovacion Popular,18,128,152,8,16,202,contabilizada
M00065-02,D00065,EG2026-PRES,ORG04,Partido del Buen Gobierno,17,128,152,8,16,202,contabilizada
M00065-02,D00065,EG2026-PRES,ORG05,Otros,56,128,152,8,16,202,contabilizada
M00065-03,D00065,EG2026-PRES,ORG01,Fuerza Popular,29,138,170,11,21,189,contabilizada
M00065-03,D00065,EG2026-PRES,ORG02,Juntos por el Peru,15,138,170,11,21,189,contabilizada
M00065-03,D00065,EG2026-PRES,ORG03,Renovacion Popular,28,138,170,11,21,189,contabilizada
M00065-03,D00065,EG2026-PRES,ORG04,Partido del Buen Gobierno,22,138,170,11,21,189,contabilizada
M00065-03,D00065,EG2026-PRES,ORG05,Otros,44,138,170,11,21,189,contabilizada
M00065-04,D00065,EG2026-PRES,ORG01,Fuerza Popular,26,170,202,14,18,298,contabilizada
M00065-04,D00065,EG2026-PRES,ORG02,Juntos por el Peru,15,170,202,14,18,298,contabilizada
M00065-04,D00065,EG2026-PRES,ORG03,Renovacion Popular,31,170,202,14,18,298,contabilizada
M00065-04,D00065,EG2026-PRES,ORG04,Partido del Buen Gobierno,18,170,202,14,18,298,contabilizada
M00065-04,D00065,EG2026-PRES,ORG05,Otros,80,170,202,14,18,298,contabilizada
M00065-05,D00065,EG2026-PRES,ORG01,Fuerza Popular,36,174,192,5,13,258,contabilizada
M00065-05,D00065,EG2026-PRES,ORG02,Juntos por el Peru,18,174,192,5,13,258,contabilizada
M00065-05,D00065,EG2026-PRES,ORG03,Renovacion Popular,31,174,192,5,13,258,contabilizada
M00065-05,D00065,EG2026-PRES,ORG04,Partido del Buen Gobierno,26,174,192,5,13,258,contabilizada
M00065-05,D00065,EG2026-PRES,ORG05,Otros,63,174,192,5,13,258,contabilizada
M00066-01,D00066,EG2026-PRES,ORG01,Fuerza Popular,34,265,303,14,24,403,contabilizada
M00066-01,D00066,EG2026-PRES,ORG02,Juntos por el Peru,66,265,303,14,24,403,contabilizada
M00066-01,D00066,EG2026-PRES,ORG03,Renovacion Popular,20,265,303,14,24,403,contabilizada
M00066-01,D00066,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,265,303,14,24,403,contabilizada
M00066-01,D00066,EG2026-PRES,ORG05,Otros,126,265,303,14,24,403,contabilizada
M00066-02,D00066,EG2026-PRES,ORG01,Fuerza Popular,16,131,152,7,14,226,contabilizada
M00066-02,D00066,EG2026-PRES,ORG02,Juntos por el Peru,28,131,152,7,14,226,contabilizada
M00066-02,D00066,EG2026-PRES,ORG03,Renovacion Popular,9,131,152,7,14,226,contabilizada
M00066-02,D00066,EG2026-PRES,ORG04,Partido del Buen Gobierno,14,131,152,7,14,226,contabilizada
M00066-02,D00066,EG2026-PRES,ORG05,Otros,64,131,152,7,14,226,contabilizada
M00066-03,D00066,EG2026-PRES,ORG01,Fuerza Popular,27,173,197,7,17,279,contabilizada
M00066-03,D00066,EG2026-PRES,ORG02,Juntos por el Peru,28,173,197,7,17,279,contabilizada
M00066-03,D00066,EG2026-PRES,ORG03,Renovacion Popular,18,173,197,7,17,279,contabilizada
M00066-03,D00066,EG2026-PRES,ORG04,Partido del Buen Gobierno,27,173,197,7,17,279,contabilizada
M00066-03,D00066,EG2026-PRES,ORG05,Otros,73,173,197,7,17,279,contabilizada
M00066-04,D00066,EG2026-PRES,ORG01,Fuerza Popular,33,223,266,12,31,393,contabilizada
M00066-04,D00066,EG2026-PRES,ORG02,Juntos por el Peru,61,223,266,12,31,393,contabilizada
M00066-04,D00066,EG2026-PRES,ORG03,Renovacion Popular,18,223,266,12,31,393,contabilizada
M00066-04,D00066,EG2026-PRES,ORG04,Partido del Buen Gobierno,27,223,266,12,31,393,contabilizada
M00066-04,D00066,EG2026-PRES,ORG05,Otros,84,223,266,12,31,393,contabilizada
M00066-05,D00066,EG2026-PRES,ORG01,Fuerza Popular,15,100,117,6,11,180,contabilizada
M00066-05,D00066,EG2026-PRES,ORG02,Juntos por el Peru,19,100,117,6,11,180,contabilizada
M00066-05,D00066,EG2026-PRES,ORG03,Renovacion Popular,11,100,117,6,11,180,contabilizada
M00066-05,D00066,EG2026-PRES,ORG04,Partido del Buen Gobierno,12,100,117,6,11,180,contabilizada
M00066-05,D00066,EG2026-PRES,ORG05,Otros,43,100,117,6,11,180,contabilizada
M00066-06,D00066,EG2026-PRES,ORG01,Fuerza Popular,26,189,207,4,14,286,contabilizada
M00066-06,D00066,EG2026-PRES,ORG02,Juntos por el Peru,50,189,207,4,14,286,contabilizada
M00066-06,D00066,EG2026-PRES,ORG03,Renovacion Popular,13,189,207,4,14,286,contabilizada
M00066-06,D00066,EG2026-PRES,ORG04,Partido del Buen Gobierno,28,189,207,4,14,286,contabilizada
M00066-06,D00066,EG2026-PRES,ORG05,Otros,72,189,207,4,14,286,contabilizada
M00067-01,D00067,EG2026-PRES,ORG01,Fuerza Popular,24,237,274,13,24,371,contabilizada
M00067-01,D00067,EG2026-PRES,ORG02,Juntos por el Peru,62,237,274,13,24,371,contabilizada
M00067-01,D00067,EG2026-PRES,ORG03,Renovacion Popular,12,237,274,13,24,371,contabilizada
M00067-01,D00067,EG2026-PRES,ORG04,Partido del Buen Gobierno,15,237,274,13,24,371,contabilizada
M00067-01,D00067,EG2026-PRES,ORG05,Otros,124,237,274,13,24,371,contabilizada
M00067-02,D00067,EG2026-PRES,ORG01,Fuerza Popular,42,286,317,16,15,366,contabilizada
M00067-02,D00067,EG2026-PRES,ORG02,Juntos por el Peru,54,286,317,16,15,366,contabilizada
M00067-02,D00067,EG2026-PRES,ORG03,Renovacion Popular,22,286,317,16,15,366,contabilizada
M00067-02,D00067,EG2026-PRES,ORG04,Partido del Buen Gobierno,35,286,317,16,15,366,contabilizada
M00067-02,D00067,EG2026-PRES,ORG05,Otros,133,286,317,16,15,366,contabilizada
M00068-01,D00068,EG2026-PRES,ORG01,Fuerza Popular,59,291,330,19,20,410,contabilizada
M00068-01,D00068,EG2026-PRES,ORG02,Juntos por el Peru,42,291,330,19,20,410,contabilizada
M00068-01,D00068,EG2026-PRES,ORG03,Renovacion Popular,58,291,330,19,20,410,contabilizada
M00068-01,D00068,EG2026-PRES,ORG04,Partido del Buen Gobierno,51,291,330,19,20,410,contabilizada
M00068-01,D00068,EG2026-PRES,ORG05,Otros,81,291,330,19,20,410,contabilizada
M00068-02,D00068,EG2026-PRES,ORG01,Fuerza Popular,28,167,189,14,8,280,contabilizada
M00068-02,D00068,EG2026-PRES,ORG02,Juntos por el Peru,17,167,189,14,8,280,contabilizada
M00068-02,D00068,EG2026-PRES,ORG03,Renovacion Popular,30,167,189,14,8,280,contabilizada
M00068-02,D00068,EG2026-PRES,ORG04,Partido del Buen Gobierno,26,167,189,14,8,280,contabilizada
M00068-02,D00068,EG2026-PRES,ORG05,Otros,66,167,189,14,8,280,contabilizada
M00068-03,D00068,EG2026-PRES,ORG01,Fuerza Popular,39,220,262,14,28,365,contabilizada
M00068-03,D00068,EG2026-PRES,ORG02,Juntos por el Peru,28,220,262,14,28,365,contabilizada
M00068-03,D00068,EG2026-PRES,ORG03,Renovacion Popular,56,220,262,14,28,365,contabilizada
M00068-03,D00068,EG2026-PRES,ORG04,Partido del Buen Gobierno,35,220,262,14,28,365,contabilizada
M00068-03,D00068,EG2026-PRES,ORG05,Otros,62,220,262,14,28,365,contabilizada
M00069-01,D00069,EG2026-PRES,ORG01,Fuerza Popular,21,136,166,11,19,220,contabilizada
M00069-01,D00069,EG2026-PRES,ORG02,Juntos por el Peru,29,136,166,11,19,220,contabilizada
M00069-01,D00069,EG2026-PRES,ORG03,Renovacion Popular,10,136,166,11,19,220,contabilizada
M00069-01,D00069,EG2026-PRES,ORG04,Partido del Buen Gobierno,17,136,166,11,19,220,contabilizada
M00069-01,D00069,EG2026-PRES,ORG05,Otros,59,136,166,11,19,220,contabilizada
M00069-02,D00069,EG2026-PRES,ORG01,Fuerza Popular,29,208,248,18,22,411,contabilizada
M00069-02,D00069,EG2026-PRES,ORG02,Juntos por el Peru,41,208,248,18,22,411,contabilizada
M00069-02,D00069,EG2026-PRES,ORG03,Renovacion Popular,15,208,248,18,22,411,contabilizada
M00069-02,D00069,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,208,248,18,22,411,contabilizada
M00069-02,D00069,EG2026-PRES,ORG05,Otros,98,208,248,18,22,411,contabilizada
M00069-03,D00069,EG2026-PRES,ORG01,Fuerza Popular,23,211,249,17,21,329,contabilizada
M00069-03,D00069,EG2026-PRES,ORG02,Juntos por el Peru,43,211,249,17,21,329,contabilizada
M00069-03,D00069,EG2026-PRES,ORG03,Renovacion Popular,14,211,249,17,21,329,contabilizada
M00069-03,D00069,EG2026-PRES,ORG04,Partido del Buen Gobierno,18,211,249,17,21,329,contabilizada
M00069-03,D00069,EG2026-PRES,ORG05,Otros,113,211,249,17,21,329,contabilizada
M00069-04,D00069,EG2026-PRES,ORG01,Fuerza Popular,28,262,304,9,33,341,contabilizada
M00069-04,D00069,EG2026-PRES,ORG02,Juntos por el Peru,55,262,304,9,33,341,contabilizada
M00069-04,D00069,EG2026-PRES,ORG03,Renovacion Popular,22,262,304,9,33,341,contabilizada
M00069-04,D00069,EG2026-PRES,ORG04,Partido del Buen Gobierno,29,262,304,9,33,341,contabilizada
M00069-04,D00069,EG2026-PRES,ORG05,Otros,128,262,304,9,33,341,contabilizada
M00069-05,D00069,EG2026-PRES,ORG01,Fuerza Popular,28,228,268,17,23,333,contabilizada
M00069-05,D00069,EG2026-PRES,ORG02,Juntos por el Peru,49,228,268,17,23,333,contabilizada
M00069-05,D00069,EG2026-PRES,ORG03,Renovacion Popular,23,228,268,17,23,333,contabilizada
M00069-05,D00069,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,228,268,17,23,333,contabilizada
M00069-05,D00069,EG2026-PRES,ORG05,Otros,103,228,268,17,23,333,contabilizada
M00070-01,D00070,EG2026-PRES,ORG01,Fuerza Popular,28,147,166,4,15,268,contabilizada
M00070-01,D00070,EG2026-PRES,ORG02,Juntos por el Peru,16,147,166,4,15,268,contabilizada
M00070-01,D00070,EG2026-PRES,ORG03,Renovacion Popular,15,147,166,4,15,268,contabilizada
M00070-01,D00070,EG2026-PRES,ORG04,Partido del Buen Gobierno,16,147,166,4,15,268,contabilizada
M00070-01,D00070,EG2026-PRES,ORG05,Otros,72,147,166,4,15,268,contabilizada
M00070-02,D00070,EG2026-PRES,ORG01,Fuerza Popular,26,162,209,12,35,295,contabilizada
M00070-02,D00070,EG2026-PRES,ORG02,Juntos por el Peru,21,162,209,12,35,295,contabilizada
M00070-02,D00070,EG2026-PRES,ORG03,Renovacion Popular,27,162,209,12,35,295,contabilizada
M00070-02,D00070,EG2026-PRES,ORG04,Partido del Buen Gobierno,16,162,209,12,35,295,contabilizada
M00070-02,D00070,EG2026-PRES,ORG05,Otros,72,162,209,12,35,295,contabilizada
M00070-03,D00070,EG2026-PRES,ORG01,Fuerza Popular,42,240,267,13,14,320,contabilizada
M00070-03,D00070,EG2026-PRES,ORG02,Juntos por el Peru,47,240,267,13,14,320,contabilizada
M00070-03,D00070,EG2026-PRES,ORG03,Renovacion Popular,30,240,267,13,14,320,contabilizada
M00070-03,D00070,EG2026-PRES,ORG04,Partido del Buen Gobierno,22,240,267,13,14,320,contabilizada
M00070-03,D00070,EG2026-PRES,ORG05,Otros,99,240,267,13,14,320,contabilizada
M00070-04,D00070,EG2026-PRES,ORG01,Fuerza Popular,31,223,255,16,16,336,contabilizada
M00070-04,D00070,EG2026-PRES,ORG02,Juntos por el Peru,31,223,255,16,16,336,contabilizada
M00070-04,D00070,EG2026-PRES,ORG03,Renovacion Popular,40,223,255,16,16,336,contabilizada
M00070-04,D00070,EG2026-PRES,ORG04,Partido del Buen Gobierno,26,223,255,16,16,336,contabilizada
M00070-04,D00070,EG2026-PRES,ORG05,Otros,95,223,255,16,16,336,contabilizada
M00071-01,D00071,EG2026-PRES,ORG01,Fuerza Popular,21,176,203,9,18,241,contabilizada
M00071-01,D00071,EG2026-PRES,ORG02,Juntos por el Peru,45,176,203,9,18,241,contabilizada
M00071-01,D00071,EG2026-PRES,ORG03,Renovacion Popular,16,176,203,9,18,241,contabilizada
M00071-01,D00071,EG2026-PRES,ORG04,Partido del Buen Gobierno,22,176,203,9,18,241,contabilizada
M00071-01,D00071,EG2026-PRES,ORG05,Otros,72,176,203,9,18,241,contabilizada
M00071-02,D00071,EG2026-PRES,ORG01,Fuerza Popular,15,172,200,13,15,227,contabilizada
M00071-02,D00071,EG2026-PRES,ORG02,Juntos por el Peru,37,172,200,13,15,227,contabilizada
M00071-02,D00071,EG2026-PRES,ORG03,Renovacion Popular,13,172,200,13,15,227,contabilizada
M00071-02,D00071,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,172,200,13,15,227,contabilizada
M00071-02,D00071,EG2026-PRES,ORG05,Otros,87,172,200,13,15,227,contabilizada
M00071-03,D00071,EG2026-PRES,ORG01,Fuerza Popular,26,184,218,9,25,315,contabilizada
M00071-03,D00071,EG2026-PRES,ORG02,Juntos por el Peru,52,184,218,9,25,315,contabilizada
M00071-03,D00071,EG2026-PRES,ORG03,Renovacion Popular,14,184,218,9,25,315,contabilizada
M00071-03,D00071,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,184,218,9,25,315,contabilizada
M00071-03,D00071,EG2026-PRES,ORG05,Otros,72,184,218,9,25,315,contabilizada
M00072-01,D00072,EG2026-PRES,ORG01,Fuerza Popular,21,111,130,4,15,182,contabilizada
M00072-01,D00072,EG2026-PRES,ORG02,Juntos por el Peru,25,111,130,4,15,182,contabilizada
M00072-01,D00072,EG2026-PRES,ORG03,Renovacion Popular,16,111,130,4,15,182,contabilizada
M00072-01,D00072,EG2026-PRES,ORG04,Partido del Buen Gobierno,15,111,130,4,15,182,contabilizada
M00072-01,D00072,EG2026-PRES,ORG05,Otros,34,111,130,4,15,182,contabilizada
M00072-02,D00072,EG2026-PRES,ORG01,Fuerza Popular,26,131,163,13,19,239,observada
M00072-02,D00072,EG2026-PRES,ORG02,Juntos por el Peru,15,131,163,13,19,239,observada
M00072-02,D00072,EG2026-PRES,ORG03,Renovacion Popular,13,131,163,13,19,239,observada
M00072-02,D00072,EG2026-PRES,ORG04,Partido del Buen Gobierno,12,131,163,13,19,239,observada
M00072-02,D00072,EG2026-PRES,ORG05,Otros,65,131,163,13,19,239,observada
M00072-03,D00072,EG2026-PRES,ORG01,Fuerza Popular,39,194,230,15,21,356,contabilizada
M00072-03,D00072,EG2026-PRES,ORG02,Juntos por el Peru,30,194,230,15,21,356,contabilizada
M00072-03,D00072,EG2026-PRES,ORG03,Renovacion Popular,18,194,230,15,21,356,contabilizada
M00072-03,D00072,EG2026-PRES,ORG04,Partido del Buen Gobierno,33,194,230,15,21,356,contabilizada
M00072-03,D00072,EG2026-PRES,ORG05,Otros,74,194,230,15,21,356,contabilizada
M00072-04,D00072,EG2026-PRES,ORG01,Fuerza Popular,25,160,178,4,14,216,contabilizada
M00072-04,D00072,EG2026-PRES,ORG02,Juntos por el Peru,21,160,178,4,14,216,contabilizada
M00072-04,D00072,EG2026-PRES,ORG03,Renovacion Popular,19,160,178,4,14,216,contabilizada
M00072-04,D00072,EG2026-PRES,ORG04,Partido del Buen Gobierno,22,160,178,4,14,216,contabilizada
M00072-04,D00072,EG2026-PRES,ORG05,Otros,73,160,178,4,14,216,contabilizada
M00073-01,D00073,EG2026-PRES,ORG01,Fuerza Popular,14,197,218,14,7,290,contabilizada
M00073-01,D00073,EG2026-PRES,ORG02,Juntos por el Peru,51,197,218,14,7,290,contabilizada
M00073-01,D00073,EG2026-PRES,ORG03,Renovacion Popular,14,197,218,14,7,290,contabilizada
M00073-01,D00073,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,197,218,14,7,290,contabilizada
M00073-01,D00073,EG2026-PRES,ORG05,Otros,95,197,218,14,7,290,contabilizada
M00073-02,D00073,EG2026-PRES,ORG01,Fuerza Popular,25,222,256,14,20,357,contabilizada
M00073-02,D00073,EG2026-PRES,ORG02,Juntos por el Peru,47,222,256,14,20,357,contabilizada
M00073-02,D00073,EG2026-PRES,ORG03,Renovacion Popular,17,222,256,14,20,357,contabilizada
M00073-02,D00073,EG2026-PRES,ORG04,Partido del Buen Gobierno,26,222,256,14,20,357,contabilizada
M00073-02,D00073,EG2026-PRES,ORG05,Otros,107,222,256,14,20,357,contabilizada
M00073-03,D00073,EG2026-PRES,ORG01,Fuerza Popular,28,199,223,10,14,338,contabilizada
M00073-03,D00073,EG2026-PRES,ORG02,Juntos por el Peru,59,199,223,10,14,338,contabilizada
M00073-03,D00073,EG2026-PRES,ORG03,Renovacion Popular,18,199,223,10,14,338,contabilizada
M00073-03,D00073,EG2026-PRES,ORG04,Partido del Buen Gobierno,21,199,223,10,14,338,contabilizada
M00073-03,D00073,EG2026-PRES,ORG05,Otros,73,199,223,10,14,338,contabilizada
M00073-04,D00073,EG2026-PRES,ORG01,Fuerza Popular,25,182,210,11,17,238,contabilizada
M00073-04,D00073,EG2026-PRES,ORG02,Juntos por el Peru,39,182,210,11,17,238,contabilizada
M00073-04,D00073,EG2026-PRES,ORG03,Renovacion Popular,15,182,210,11,17,238,contabilizada
M00073-04,D00073,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,182,210,11,17,238,contabilizada
M00073-04,D00073,EG2026-PRES,ORG05,Otros,84,182,210,11,17,238,contabilizada
M00074-01,D00074,EG2026-PRES,ORG01,Fuerza Popular,25,199,238,20,19,315,contabilizada
M00074-01,D00074,EG2026-PRES,ORG02,Juntos por el Peru,44,199,238,20,19,315,contabilizada
M00074-01,D00074,EG2026-PRES,ORG03,Renovacion Popular,14,199,238,20,19,315,contabilizada
M00074-01,D00074,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,199,238,20,19,315,contabilizada
M00074-01,D00074,EG2026-PRES,ORG05,Otros,91,199,238,20,19,315,contabilizada
M00074-02,D00074,EG2026-PRES,ORG01,Fuerza Popular,38,238,290,19,33,361,contabilizada
M00074-02,D00074,EG2026-PRES,ORG02,Juntos por el Peru,52,238,290,19,33,361,contabilizada
M00074-02,D00074,EG2026-PRES,ORG03,Renovacion Popular,22,238,290,19,33,361,contabilizada
M00074-02,D00074,EG2026-PRES,ORG04,Partido del Buen Gobierno,21,238,290,19,33,361,contabilizada
M00074-02,D00074,EG2026-PRES,ORG05,Otros,105,238,290,19,33,361,contabilizada
M00074-03,D00074,EG2026-PRES,ORG01,Fuerza Popular,25,194,210,10,6,280,contabilizada
M00074-03,D00074,EG2026-PRES,ORG02,Juntos por el Peru,48,194,210,10,6,280,contabilizada
M00074-03,D00074,EG2026-PRES,ORG03,Renovacion Popular,14,194,210,10,6,280,contabilizada
M00074-03,D00074,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,194,210,10,6,280,contabilizada
M00074-03,D00074,EG2026-PRES,ORG05,Otros,84,194,210,10,6,280,contabilizada
M00074-04,D00074,EG2026-PRES,ORG01,Fuerza Popular,20,152,183,9,22,238,contabilizada
M00074-04,D00074,EG2026-PRES,ORG02,Juntos por el Peru,38,152,183,9,22,238,contabilizada
M00074-04,D00074,EG2026-PRES,ORG03,Renovacion Popular,12,152,183,9,22,238,contabilizada
M00074-04,D00074,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,152,183,9,22,238,contabilizada
M00074-04,D00074,EG2026-PRES,ORG05,Otros,63,152,183,9,22,238,contabilizada
M00074-05,D00074,EG2026-PRES,ORG01,Fuerza Popular,28,196,228,8,24,348,contabilizada
M00074-05,D00074,EG2026-PRES,ORG02,Juntos por el Peru,44,196,228,8,24,348,contabilizada
M00074-05,D00074,EG2026-PRES,ORG03,Renovacion Popular,13,196,228,8,24,348,contabilizada
M00074-05,D00074,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,196,228,8,24,348,contabilizada
M00074-05,D00074,EG2026-PRES,ORG05,Otros,86,196,228,8,24,348,contabilizada
M00075-01,D00075,EG2026-PRES,ORG01,Fuerza Popular,20,168,198,9,21,306,contabilizada
M00075-01,D00075,EG2026-PRES,ORG02,Juntos por el Peru,20,168,198,9,21,306,contabilizada
M00075-01,D00075,EG2026-PRES,ORG03,Renovacion Popular,26,168,198,9,21,306,contabilizada
M00075-01,D00075,EG2026-PRES,ORG04,Partido del Buen Gobierno,18,168,198,9,21,306,contabilizada
M00075-01,D00075,EG2026-PRES,ORG05,Otros,84,168,198,9,21,306,contabilizada
M00075-02,D00075,EG2026-PRES,ORG01,Fuerza Popular,30,194,233,20,19,347,contabilizada
M00075-02,D00075,EG2026-PRES,ORG02,Juntos por el Peru,25,194,233,20,19,347,contabilizada
M00075-02,D00075,EG2026-PRES,ORG03,Renovacion Popular,29,194,233,20,19,347,contabilizada
M00075-02,D00075,EG2026-PRES,ORG04,Partido del Buen Gobierno,26,194,233,20,19,347,contabilizada
M00075-02,D00075,EG2026-PRES,ORG05,Otros,84,194,233,20,19,347,contabilizada
M00075-03,D00075,EG2026-PRES,ORG01,Fuerza Popular,37,167,206,14,25,261,contabilizada
M00075-03,D00075,EG2026-PRES,ORG02,Juntos por el Peru,21,167,206,14,25,261,contabilizada
M00075-03,D00075,EG2026-PRES,ORG03,Renovacion Popular,29,167,206,14,25,261,contabilizada
M00075-03,D00075,EG2026-PRES,ORG04,Partido del Buen Gobierno,18,167,206,14,25,261,contabilizada
M00075-03,D00075,EG2026-PRES,ORG05,Otros,62,167,206,14,25,261,contabilizada
M00076-01,D00076,EG2026-PRES,ORG01,Fuerza Popular,22,111,133,9,13,198,contabilizada
M00076-01,D00076,EG2026-PRES,ORG02,Juntos por el Peru,19,111,133,9,13,198,contabilizada
M00076-01,D00076,EG2026-PRES,ORG03,Renovacion Popular,17,111,133,9,13,198,contabilizada
M00076-01,D00076,EG2026-PRES,ORG04,Partido del Buen Gobierno,9,111,133,9,13,198,contabilizada
M00076-01,D00076,EG2026-PRES,ORG05,Otros,44,111,133,9,13,198,contabilizada
M00076-02,D00076,EG2026-PRES,ORG01,Fuerza Popular,37,203,236,13,20,298,contabilizada
M00076-02,D00076,EG2026-PRES,ORG02,Juntos por el Peru,27,203,236,13,20,298,contabilizada
M00076-02,D00076,EG2026-PRES,ORG03,Renovacion Popular,23,203,236,13,20,298,contabilizada
M00076-02,D00076,EG2026-PRES,ORG04,Partido del Buen Gobierno,24,203,236,13,20,298,contabilizada
M00076-02,D00076,EG2026-PRES,ORG05,Otros,92,203,236,13,20,298,contabilizada
M00076-03,D00076,EG2026-PRES,ORG01,Fuerza Popular,27,197,240,20,23,328,contabilizada
M00076-03,D00076,EG2026-PRES,ORG02,Juntos por el Peru,31,197,240,20,23,328,contabilizada
M00076-03,D00076,EG2026-PRES,ORG03,Renovacion Popular,20,197,240,20,23,328,contabilizada
M00076-03,D00076,EG2026-PRES,ORG04,Partido del Buen Gobierno,21,197,240,20,23,328,contabilizada
M00076-03,D00076,EG2026-PRES,ORG05,Otros,98,197,240,20,23,328,contabilizada
M00076-04,D00076,EG2026-PRES,ORG01,Fuerza Popular,24,127,150,6,17,213,contabilizada
M00076-04,D00076,EG2026-PRES,ORG02,Juntos por el Peru,17,127,150,6,17,213,contabilizada
M00076-04,D00076,EG2026-PRES,ORG03,Renovacion Popular,14,127,150,6,17,213,contabilizada
M00076-04,D00076,EG2026-PRES,ORG04,Partido del Buen Gobierno,18,127,150,6,17,213,contabilizada
M00076-04,D00076,EG2026-PRES,ORG05,Otros,54,127,150,6,17,213,contabilizada
M00076-05,D00076,EG2026-PRES,ORG01,Fuerza Popular,16,97,112,7,8,188,contabilizada
M00076-05,D00076,EG2026-PRES,ORG02,Juntos por el Peru,15,97,112,7,8,188,contabilizada
M00076-05,D00076,EG2026-PRES,ORG03,Renovacion Popular,14,97,112,7,8,188,contabilizada
M00076-05,D00076,EG2026-PRES,ORG04,Partido del Buen Gobierno,12,97,112,7,8,188,contabilizada
M00076-05,D00076,EG2026-PRES,ORG05,Otros,40,97,112,7,8,188,contabilizada
M00077-01,D00077,EG2026-PRES,ORG01,Fuerza Popular,29,190,210,5,15,297,contabilizada
M00077-01,D00077,EG2026-PRES,ORG02,Juntos por el Peru,45,190,210,5,15,297,contabilizada
M00077-01,D00077,EG2026-PRES,ORG03,Renovacion Popular,11,190,210,5,15,297,contabilizada
